product,content,date_time,sentiment
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-05 06:21:34,neutral
Google Pixel,My Google Pixel is slower than expected.,2016-08-28 17:09:04,positive
iPhone,Battery life on the iPhone could be better.,2016-07-01 14:39:05,positive
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-09-05 15:53:38,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-08-20 05:08:08,negative
OnePlus,Really happy with the performance of my new OnePlus.,2016-09-12 18:01:37,negative
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-06 02:31:29,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-07 23:02:24,neutral
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-07-31 01:41:48,positive
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-16 04:46:55,neutral
OnePlus,The OnePlus is really sleek and fast.,2016-09-08 15:18:30,negative
Google Pixel,Why is my Google Pixel overheating?,2016-09-08 20:58:22,neutral
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-29 19:43:01,negative
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-06 19:24:31,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-07 23:09:24,positive
iPhone,Why is my iPhone overheating?,2016-07-16 12:01:21,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-11 11:44:53,positive
